16
A57;5;8;8;7;7;8;7;2;5;7;8;8;5;10;3;6;0
A58;2;4;3;2;1;8;2;2;2;8;2;8;2;6;2;7;0
A59;7;12;6;6;3;9;0;3;2;9;4;12;3;5;4;6;0
A60;3;6;4;4;2;8;2;2;2;7;2;8;2;6;3;7;0
A61;1;0;2;1;0;8;4;2;0;7;2;8;2;7;1;8;0
A62;1;0;2;0;0;7;4;2;0;7;2;8;1;6;1;8;0
A63;2;5;4;3;2;10;2;3;2;10;2;9;2;6;2;8;0
A64;4;9;5;6;4;7;5;3;0;6;1;8;2;7;1;7;0
A65;3;9;5;7;3;13;3;3;2;11;1;8;2;6;3;9;0
A66;5;10;8;8;5;11;3;1;2;8;2;9;4;6;3;8;0
A67;3;9;5;7;3;9;3;2;2;8;1;8;2;6;3;7;0
A68;4;6;6;5;5;8;8;3;5;7;8;7;5;10;4;6;0
A69;3;8;5;6;3;7;5;3;0;7;1;8;2;7;1;8;0
A70;3;11;6;8;4;12;2;2;2;9;2;9;2;6;3;8;0
A71;2;4;3;3;1;10;2;3;2;10;2;9;2;6;2;8;0
A72;3;8;5;5;2;7;5;3;1;6;1;8;2;7;2;7;0
A73;3;9;6;6;3;11;3;2;2;9;2;9;3;5;3;8;0
A74;2;2;4;3;2;8;2;2;2;8;2;8;2;6;3;7;0
A75;3;11;5;8;4;12;3;3;3;10;1;9;2;6;3;8;0
A76;3;11;6;8;2;8;6;3;1;7;0;8;3;7;2;8;0
A77;3;8;6;6;4;8;5;2;4;6;2;6;2;6;2;6;0
A78;6;9;6;5;3;13;0;5;1;12;3;11;2;3;2;10;0
A79;3;8;5;6;3;11;2;3;3;10;2;9;2;6;3;8;0
A80;2;6;5;4;3;6;5;1;3;5;2;7;2;6;3;4;0
A81;5;12;5;6;3;14;0;4;2;12;3;11;2;4;2;10;0
A82;1;0;2;1;0;7;4;2;0;7;2;8;2;7;1;8;0
A83;3;10;6;7;4;11;3;2;2;9;2;9;3;7;3;9;0
A84;2;1;3;1;1;7;4;2;0;7;2;8;2;6;2;8;0
A85;4;11;7;8;6;7;5;1;4;5;2;6;5;6;6;6;0
A86;6;11;8;9;8;7;7;8;4;8;5;8;4;8;10;1;0
A87;2;7;4;5;3;12;3;2;2;9;2;9;3;7;3;9;0
A88;7;9;10;8;8;6;8;2;4;7;7;9;8;6;4;8;0
A89;3;8;5;5;2;7;5;3;1;7;1;8;2;7;2;7;0
A90;4;9;7;7;4;8;2;2;3;6;1;7;2;7;3;7;0
A91;4;10;7;7;2;7;5;3;1;7;1;8;3;7;2;8;0
A92;2;8;4;6;2;12;3;3;2;10;1;9;2;6;2;8;0
A93;6;9;5;4;2;11;3;3;1;9;4;11;4;5;4;9;0
A94;8;14;8;8;6;9;4;5;4;10;6;12;9;2;7;11;0
A95;3;9;5;7;3;11;3;2;2;9;2;9;3;5;3;8;0
A96;2;4;3;3;1;11;3;3;2;11;2;9;2;6;2;9;0
A97;3;9;5;7;3;11;4;2;2;8;2;9;3;5;3;8;0
A98;3;5;5;3;2;10;2;2;2;10;2;9;2;6;2;7;0
A99;3;9;5;7;3;10;2;2;2;8;1;8;2;7;3;8;0
A100;5;9;9;7;6;5;5;2;4;3;2;7;6;7;7;2;0
A101;3;8;6;5;2;6;5;3;0;6;1;8;2;7;2;7;0
A102;3;9;5;7;4;9;3;2;2;7;2;8;2;6;3;6;0
A103;3;7;5;5;3;8;2;2;2;7;1;8;2;7;3;7;0
A104;2;6;5;4;3;5;5;2;2;4;2;7;2;6;3;3;0
A105;3;9;6;7;4;13;3;3;3;11;1;9;2;6;2;9;0
A106;2;3;3;2;1;10;2;2;1;8;2;9;1;6;1;8;0
A107;2;7;4;5;3;11;3;2;2;9;2;9;2;6;3;8;0
A108;5;6;7;5;5;8;8;3;4;7;8;8;5;9;3;6;0
A109;3;4;5;3;2;10;2;2;2;8;2;9;4;5;2;9;0
A110;3;6;6;4;4;8;5;2;4;7;2;6;2;6;4;6;0
A111;3;9;5;7;3;11;3;3;4;11;2;9;2;6;3;8;0
A112;2;3;4;4;2;8;3;1;2;7;2;8;2;6;2;7;0
A113;3;10;6;7;2;7;3;3;3;7;1;8;3;6;3;7;0
A114;2;3;3;1;1;8;2;2;1;7;2;8;2;6;2;7;0
A115;5;10;7;8;4;9;2;3;3;8;1;8;2;7;4;8;0
A116;2;6;4;4;1;7;5;3;1;6;0;8;2;7;1;7;0
A117;7;9;9;8;8;5;8;3;5;7;8;10;8;8;4;8;0
A118;2;4;4;5;2;7;4;3;1;7;1;8;2;7;2;8;0
A119;4;7;5;5;3;8;2;2;2;6;2;8;2;6;3;6;0
A120;4;6;6;5;5;8;8;2;4;7;8;8;5;8;4;6;0
A121;4;6;5;6;5;7;9;2;4;7;7;9;7;7;3;8;0
A122;5;7;6;5;6;8;7;7;4;7;6;8;2;8;8;3;0
A123;3;9;4;6;3;9;5;2;0;8;1;8;2;6;1;8;0
A124;4;7;5;5;5;7;7;6;3;7;6;8;2;7;8;3;0
A125;4;9;4;4;3;10;3;4;2;10;5;11;5;4;4;10;0
A126;1;1;2;1;1;7;3;2;1;6;2;8;1;6;1;7;0
A127;6;11;8;8;8;8;9;8;5;6;6;8;3;7;8;4;0
A128;4;5;7;7;2;7;6;3;0;7;0;8;3;7;1;8;0
A129;2;8;4;5;2;6;5;3;1;6;1;8;2;7;2;7;0
A130;5;11;8;8;5;11;2;3;3;9;2;9;5;7;4;9;0
A131;3;6;5;5;4;9;7;3;5;7;8;6;4;10;3;5;0
A132;1;3;2;1;1;9;3;2;1;8;2;9;1;6;0;8;0
A133;3;7;5;5;3;11;2;3;2;10;2;9;2;6;3;8;0
A134;2;4;4;3;2;9;2;2;2;8;2;9;1;6;1;7;0
A135;2;1;3;3;1;7;2;1;2;6;2;7;2;5;2;8;0
A136;1;3;2;2;1;10;2;3;1;9;2;9;2;6;1;7;0
A137;7;12;7;7;4;12;1;4;1;11;4;12;5;4;4;11;0
A138;3;11;5;8;4;12;3;2;2;9;2;9;2;6;2;8;0
A139;1;3;3;2;1;8;3;2;2;7;2;8;2;6;2;7;0
A140;6;11;6;6;4;10;2;4;2;11;5;12;5;4;6;10;0
A141;2;4;4;2;2;11;2;2;1;9;2;9;2;7;2;9;0
A142;6;12;6;6;3;13;1;5;2;12;2;10;2;3;2;10;0
A143;1;3;2;1;1;9;3;1;1;8;3;9;1;6;1;8;0
A144;3;5;5;3;2;8;2;2;2;8;2;8;2;6;3;7;0
A145;2;7;4;5;2;12;4;4;3;11;1;8;2;6;2;8;0
A146;2;6;4;4;2;11;3;3;2;10;1;9;2;6;2;8;0
A147;1;0;2;0;0;7;4;2;0;7;2;8;1;7;1;8;0
A148;7;13;6;8;4;8;2;3;2;8;4;12;5;5;4;7;0
A149;4;9;7;7;5;6;5;2;3;4;1;6;5;7;5;4;0
A150;3;7;5;5;4;8;5;1;3;7;2;6;2;6;4;5;0
A151;3;4;5;3;2;8;2;2;2;8;2;8;2;7;3;7;0
A152;5;12;5;6;3;12;2;4;2;11;3;11;4;4;4;11;0
A153;2;1;4;2;1;8;2;2;1;7;2;8;2;6;3;6;0
A154;3;7;5;4;2;8;3;3;3;7;2;8;3;6;3;8;0
A155;2;5;3;3;2;11;3;2;2;9;2;9;2;6;2;8;0
A156;3;5;5;4;2;10;2;2;2;8;2;9;3;5;2;8;0
A157;4;9;6;7;4;12;2;3;2;10;2;9;2;7;3;8;0
A158;3;2;5;4;2;10;2;2;2;9;1;8;2;6;3;8;0
A159;2;1;3;1;0;7;4;2;0;7;2;8;2;7;1;8;0
A160;4;9;7;6;4;8;3;1;2;5;2;8;3;5;3;7;0
A161;3;7;4;5;3;9;4;3;1;8;1;8;2;6;1;8;0
A162;8;12;8;6;4;11;0;4;3;12;6;14;4;5;5;11;0
A163;3;7;5;5;3;10;2;2;2;9;2;8;2;6;4;8;0
A164;4;9;6;7;4;7;5;3;0;6;1;8;2;7;1;7;0
A165;3;7;5;6;4;6;8;2;4;7;7;9;5;9;3;7;0
A166;1;1;2;1;0;7;4;2;0;7;2;8;2;6;1;8;0
A167;6;14;6;8;5;11;3;4;2;11;3;11;5;3;4;11;0
A168;4;8;6;6;3;13;3;4;3;11;1;8;2;6;2;9;0
A169;1;0;2;0;0;8;4;2;0;7;2;8;1;6;1;8;0
A170;5;8;7;6;6;8;9;7;5;6;6;8;3;7;7;4;0
A171;3;2;6;4;2;10;2;2;2;9;1;8;2;6;2;8;0
A172;5;6;7;5;6;6;6;3;5;7;8;10;8;11;3;8;0
A173;3;7;5;5;3;11;2;3;2;10;2;9;3;7;3;9;0
A174;3;8;6;6;3;11;2;2;2;9;2;9;3;7;3;9;0
A175;5;10;7;8;5;8;4;3;0;7;1;8;2;7;4;8;0
A176;3;5;5;3;2;11;2;2;2;9;2;9;2;6;2;8;0
A177;2;7;4;5;2;8;3;2;2;7;1;8;2;6;2;7;0
A178;1;1;2;1;0;7;4;2;0;6;2;8;2;7;1;8;0
A179;3;9;5;7;4;12;2;3;3;10;2;9;3;8;4;9;0
A180;5;11;7;9;5;8;3;3;1;7;2;8;5;8;5;10;0
A181;4;8;6;6;4;9;5;3;0;8;1;8;2;7;1;8;0
A182;3;8;6;6;3;12;2;2;2;10;2;9;2;6;2;8;0
A183;1;1;2;1;0;7;4;2;0;7;2;8;2;7;1;8;0
A184;3;8;5;5;2;9;6;3;1;8;0;8;2;7;1;8;0
A185;2;4;4;3;2;8;2;2;2;7;2;8;2;6;2;7;0
A186;2;3;3;1;1;8;2;2;1;7;2;8;2;7;2;7;0
A187;2;6;4;4;2;11;3;3;2;10;1;9;2;6;2;8;0
A188;5;8;8;7;7;7;7;2;5;7;9;10;5;11;3;7;0
A189;2;1;3;1;1;7;4;2;0;7;1;8;3;6;1;8;0
A190;5;11;9;8;7;10;5;1;5;9;1;5;3;7;4;8;0
A191;4;9;6;6;2;8;4;3;1;7;1;8;3;7;2;8;0
A192;2;8;4;6;3;11;3;3;3;10;2;9;2;6;3;8;0
A193;4;10;6;7;2;7;5;3;1;7;0;8;3;7;2;8;0
A194;4;8;6;6;6;8;8;7;4;6;6;8;3;7;7;4;0
A195;3;7;6;5;3;11;2;3;2;10;2;9;2;6;3;9;0
A196;3;6;5;8;2;7;5;3;1;7;0;8;3;7;2;8;0
A197;2;1;4;2;1;7;2;2;1;6;2;8;2;7;2;7;0
A198;3;9;6;6;4;11;3;1;2;8;2;9;2;6;2;7;0
A199;2;3;4;2;1;6;2;2;2;5;2;8;2;6;2;6;0
A200;2;7;4;4;1;8;5;3;1;7;0;8;2;7;2;8;0
A201;4;8;5;6;3;7;5;2;0;7;1;8;2;7;1;8;0
A202;4;9;6;6;2;8;3;3;3;7;2;8;3;6;3;8;0
A203;2;3;4;4;1;7;5;3;1;6;1;8;2;7;2;7;0
A204;3;9;5;7;3;13;2;4;4;12;1;9;3;6;3;10;0
A205;5;11;5;6;4;9;4;5;3;10;6;12;7;4;6;10;0
A206;2;6;4;4;2;8;2;2;2;7;2;8;2;6;3;6;0
A207;4;11;6;8;5;7;3;1;2;5;2;7;4;6;4;7;0
A208;3;8;6;6;4;10;5;1;4;8;2;6;2;7;4;8;0
A209;3;5;5;5;4;9;8;2;4;7;7;7;4;8;4;5;0
A210;8;12;6;6;3;10;1;2;2;10;4;12;3;5;4;8;0
A211;4;10;5;7;4;9;4;3;1;8;2;8;2;7;2;8;0
A212;2;2;4;3;2;6;2;2;2;5;2;8;2;6;2;6;0
A213;2;7;3;5;2;7;4;2;0;7;2;8;1;6;1;8;0
A214;5;8;7;7;6;9;7;3;4;7;7;6;5;10;4;6;0
A215;3;8;5;6;3;5;4;3;0;5;2;7;2;7;2;7;0
A216;3;2;6;4;3;8;1;2;2;7;2;8;2;7;3;7;0
A217;4;6;6;6;5;7;8;2;4;7;7;9;5;7;3;7;0
A218;4;10;6;8;3;10;3;2;3;9;1;8;2;7;4;9;0
A219;1;1;2;2;1;7;3;2;1;6;2;8;1;6;1;7;0
A220;5;12;5;6;4;11;2;4;2;11;4;11;5;4;5;10;0
A221;3;2;5;4;2;8;2;2;2;8;1;8;2;6;3;7;0
A222;3;8;6;6;3;12;2;3;2;10;2;9;2;6;3;8;0
A223;7;11;5;6;3;10;1;3;1;10;4;12;3;4;4;8;0
A224;3;11;5;8;3;13;3;4;3;12;1;9;2;6;3;9;0
A225;2;4;3;3;2;10;2;2;2;9;2;9;1;6;2;8;0
A226;9;15;9;8;6;11;2;5;2;11;4;11;7;2;5;11;0
A227;1;0;2;0;0;7;4;2;0;7;2;8;1;6;1;8;0
A228;2;5;4;4;2;8;3;2;2;8;2;8;2;6;2;7;0
A229;3;2;6;4;2;8;2;2;2;6;2;7;3;7;3;7;0
A230;4;7;7;5;4;6;5;2;3;4;2;6;4;6;4;5;0
A231;2;8;4;5;2;7;6;3;1;6;0;8;2;7;2;7;0
A232;2;1;4;3;2;8;2;2;1;7;2;8;2;6;2;7;0
A233;3;7;5;5;5;8;8;7;4;6;6;8;2;8;6;5;0
A234;8;13;7;7;4;11;4;3;2;8;4;10;5;5;4;9;0
A235;2;3;3;2;1;9;2;2;1;8;2;10;1;6;2;8;0
A236;1;0;2;0;0;7;3;2;0;7;2;8;2;6;1;8;0
A237;2;7;4;5;2;11;3;3;2;10;2;9;2;6;2;8;0
A238;3;10;6;8;5;10;4;1;2;8;3;9;4;4;3;7;0
A239;4;8;6;6;5;9;5;2;5;8;1;6;3;4;3;7;0
A240;2;7;4;4;1;5;4;3;2;5;1;7;2;6;2;7;0
A241;2;7;4;4;1;8;4;3;2;7;2;8;3;6;2;8;0
A242;3;4;5;2;2;9;1;2;1;8;2;8;2;6;3;8;0
A243;2;1;4;2;1;8;2;2;1;7;2;8;2;7;2;7;0
A244;4;7;5;5;3;8;4;3;0;6;1;8;2;7;1;7;0
A245;3;11;5;8;4;12;2;3;3;10;2;9;2;6;3;8;0
A246;3;6;5;4;2;8;4;3;0;7;1;8;2;7;1;8;0
A247;3;4;5;5;1;8;6;3;1;7;0;8;2;7;1;8;0
A248;2;0;3;1;0;7;4;2;0;7;2;8;2;7;1;8;0
A249;3;7;5;5;3;11;3;2;2;9;2;9;3;5;2;8;0
A250;3;7;6;5;4;12;3;2;2;9;2;8;4;5;2;8;0
A251;3;7;5;5;3;7;3;2;2;5;2;8;2;6;2;6;0
A252;3;10;5;7;3;7;3;2;2;5;2;7;2;6;2;7;0
A253;2;4;4;5;1;5;5;3;1;5;1;8;2;7;2;7;0
A254;5;13;5;7;4;12;2;4;1;11;3;11;4;3;4;11;0
A255;6;14;6;8;4;11;1;3;3;12;5;13;3;6;5;11;0
A256;3;9;6;7;4;10;2;1;2;8;3;9;4;5;3;7;0
A257;3;7;5;5;3;8;2;2;2;7;2;7;2;6;3;6;0
A258;4;7;6;5;3;10;1;3;3;9;2;8;3;6;4;9;0
A259;5;7;7;6;6;9;8;3;4;7;7;8;5;6;5;4;0
A260;2;2;4;3;2;7;2;2;2;6;1;8;2;6;2;7;0
A261;3;9;6;7;5;7;5;2;3;5;2;6;4;5;5;5;0
A262;3;8;5;6;3;12;2;3;2;10;2;9;2;6;3;8;0
A263;3;7;5;5;3;10;2;2;2;9;1;8;2;6;3;8;0
A264;2;8;4;6;2;8;4;3;2;7;1;8;3;7;2;8;0
A265;2;6;4;4;3;7;2;1;2;6;2;7;2;6;3;6;0
A266;3;3;5;5;2;6;3;3;3;6;2;7;3;6;3;7;0
A267;2;5;4;4;2;11;2;2;2;9;2;9;2;6;2;8;0
A268;4;11;6;8;4;12;3;3;3;9;1;9;2;6;3;8;0
A269;2;3;4;1;1;10;2;3;1;9;2;9;1;6;1;8;0
A270;3;9;5;7;3;12;3;4;3;10;1;9;2;7;3;9;0
A271;3;6;5;4;2;10;3;2;2;8;3;10;2;6;2;7;0
A272;3;7;6;5;4;5;5;3;3;3;2;6;4;6;4;4;0
A273;6;10;8;8;8;7;7;8;4;7;6;8;4;8;11;2;0
A274;4;9;6;7;5;8;2;1;2;6;2;7;5;6;6;7;0
A275;3;6;5;4;3;8;5;3;0;7;1;8;2;6;1;8;0
A276;2;8;4;5;2;9;5;3;1;8;1;8;2;7;2;8;0
A277;5;7;7;6;6;5;8;3;5;7;8;11;7;9;3;8;0
A278;6;9;9;8;8;7;8;2;4;7;7;8;6;5;5;6;0
A279;6;9;6;5;3;12;3;5;2;12;3;10;5;3;3;10;0
A280;2;2;4;3;2;8;2;2;2;8;1;8;2;6;2;7;0
A281;4;9;7;7;3;12;2;4;2;11;1;9;3;7;3;9;0
A282;3;7;5;5;3;8;2;2;2;7;2;7;2;6;3;7;0
A283;4;9;6;7;5;7;5;2;4;5;1;6;3;6;4;5;0
A284;6;11;5;6;3;8;4;3;3;7;4;11;5;6;4;7;0
A285;3;4;5;3;2;10;1;3;2;9;2;9;3;6;2;8;0
A286;3;7;5;5;3;12;3;2;2;9;2;9;2;5;2;8;0
A287;5;9;5;5;3;12;2;5;1;12;3;10;3;3;2;10;0
A288;4;7;6;6;5;8;8;2;4;7;7;8;5;7;4;5;0
A289;3;8;5;6;3;8;3;2;2;7;1;8;2;6;3;7;0
A290;2;4;4;6;2;7;5;3;1;7;1;8;2;7;2;8;0
A291;3;4;6;6;2;7;6;3;0;7;0;8;2;7;1;8;0
A292;3;7;4;5;2;9;3;3;3;9;1;8;2;6;2;7;0
A293;4;9;7;6;3;12;2;4;3;11;1;9;3;7;3;9;0
A294;4;5;6;7;2;7;4;3;1;7;1;8;3;7;2;8;0
A295;2;2;4;3;1;6;2;2;2;5;2;8;2;6;2;6;0
A296;2;5;4;4;2;11;3;3;2;10;2;9;2;6;2;8;0
A297;4;9;6;7;4;8;2;1;2;6;2;8;2;7;3;6;0
A298;2;3;4;2;1;10;2;3;2;10;2;10;2;6;2;8;0
A299;4;7;6;5;3;9;3;2;2;8;1;8;2;6;3;7;0
A300;3;5;6;4;2;7;1;2;2;6;2;7;4;6;4;7;0
A301;2;3;3;1;1;7;2;2;1;6;2;7;1;6;1;7;0
A302;1;1;2;1;1;7;4;2;1;7;1;8;2;6;1;7;0
A303;2;4;4;3;1;8;2;2;2;7;2;8;2;6;2;7;0
A304;4;10;6;8;4;13;2;4;3;11;1;9;3;7;4;10;0
A305;4;9;7;7;4;12;3;2;2;9;2;9;2;6;2;8;0
A306;3;5;6;6;2;6;5;3;1;6;0;8;2;7;2;7;0
A307;4;9;6;6;2;6;3;3;3;6;2;7;3;6;3;7;0
A308;1;3;2;1;1;7;2;2;1;7;2;8;1;6;1;7;0
A309;6;13;5;7;3;8;1;2;2;9;4;12;3;5;4;6;0
A310;2;7;5;5;4;8;5;2;3;7;2;6;2;5;3;7;0
A311;1;3;2;1;1;11;3;3;2;10;2;9;1;6;1;8;0
A312;5;8;6;6;6;8;9;7;4;6;6;8;3;7;7;5;0
A313;3;11;6;8;4;12;3;3;3;10;1;9;2;6;3;8;0
A314;2;4;3;3;1;8;2;2;1;7;2;8;2;7;2;7;0
A315;4;8;6;6;6;8;9;7;5;6;6;8;3;7;7;4;0
A316;2;4;4;3;2;8;2;2;2;7;2;8;2;6;2;7;0
A317;3;8;4;6;3;6;4;2;0;6;2;8;2;6;1;7;0
A318;3;5;6;3;2;9;2;2;2;8;2;10;3;7;2;8;0
A319;2;1;3;2;1;9;3;2;2;8;2;8;2;6;2;8;0
A320;4;9;6;6;2;7;4;3;1;6;1;8;3;7;2;7;0
A321;2;7;3;4;1;7;6;3;1;7;0;8;2;7;1;8;0
A322;2;3;3;2;1;10;2;3;1;10;2;9;2;6;2;8;0
A323;3;9;5;7;4;9;3;1;2;7;2;8;2;6;4;7;0
A324;3;11;5;8;2;9;6;3;1;8;0;8;2;7;2;8;0
A325;3;3;5;5;2;7;5;3;1;6;1;8;2;7;2;7;0
A326;3;9;5;6;2;9;6;3;1;8;0;8;2;7;1;8;0
A327;4;10;7;8;4;13;2;4;4;12;1;9;3;7;4;10;0
A328;5;8;9;6;6;7;5;2;4;6;1;6;5;7;5;6;0
A329;2;3;3;2;1;8;2;2;1;8;2;8;2;6;3;8;0
A330;2;4;4;3;1;6;3;2;2;5;2;8;2;6;2;6;0
A331;4;9;7;7;5;10;3;1;2;8;3;9;4;5;3;7;0
A332;9;13;7;7;4;8;2;3;2;8;4;12;5;4;5;6;0
A333;3;7;5;4;2;7;5;3;0;6;1;8;2;7;2;7;0
A334;2;3;3;2;1;11;2;2;1;9;2;9;1;6;2;8;0
A335;2;3;4;4;1;9;5;3;1;8;1;8;2;7;2;8;0
A336;1;0;2;1;0;7;4;2;0;7;2;8;2;7;1;8;0
A337;4;9;6;8;6;7;8;2;6;7;8;9;5;11;3;7;0
A338;2;4;4;3;2;11;2;3;1;9;2;9;2;6;2;9;0
A339;1;0;2;0;0;7;4;2;0;7;2;8;1;7;1;8;0
A340;2;4;4;2;1;11;2;3;2;9;2;9;1;6;2;8;0
A341;6;11;6;6;4;11;2;4;2;11;4;12;5;3;5;11;0
A342;3;8;5;6;5;8;8;6;4;6;6;8;5;7;6;4;0
A343;2;1;4;2;2;7;2;2;2;7;2;8;2;7;3;7;0
A344;3;4;5;3;2;10;2;2;1;9;2;9;2;6;2;8;0
A345;3;5;5;8;2;7;6;3;1;7;0;8;3;7;1;8;0
A346;2;8;4;5;1;8;6;3;1;7;0;8;2;7;1;8;0
A347;3;10;5;7;2;8;6;3;1;7;0;8;3;7;1;8;0
A348;4;9;6;6;4;10;2;1;2;8;3;9;5;5;3;7;0
A349;3;8;5;6;3;12;3;2;2;10;2;9;2;6;2;8;0
A350;5;10;9;8;7;11;5;1;5;9;1;5;3;7;5;9;0
A351;2;7;4;5;2;11;2;3;3;10;2;9;2;6;2;8;0
A352;2;3;3;2;1;10;2;2;1;9;2;9;1;6;2;8;0
A353;4;9;4;4;2;10;2;4;2;11;5;12;4;4;5;10;0
A354;6;10;6;5;3;12;3;6;2;12;2;10;4;3;3;10;0
A355;5;10;7;8;4;10;3;2;3;8;1;7;2;7;3;8;0
A356;3;2;5;3;2;6;2;2;1;5;2;8;2;7;3;5;0
A357;4;9;6;6;2;7;7;3;0;7;0;8;3;7;1;8;0
A358;3;5;5;3;2;6;2;2;2;5;2;8;2;6;3;6;0
A359;3;10;5;8;4;6;3;1;2;5;2;8;2;5;3;6;0
A360;2;2;4;3;1;7;3;2;2;6;1;8;2;6;2;7;0
A361;4;9;7;7;5;11;3;1;2;8;3;9;6;5;3;8;0
A362;6;10;9;8;9;8;7;7;4;7;6;9;6;8;7;4;0
A363;5;11;7;9;5;10;2;2;3;9;1;7;3;7;4;8;0
A364;4;7;6;5;2;8;3;3;3;9;1;8;2;7;3;7;0
A365;7;11;9;8;9;7;6;8;4;7;5;8;5;8;11;2;0
A366;3;6;5;4;2;8;2;2;2;7;1;8;2;6;3;7;0
A367;3;8;5;6;3;6;4;3;0;6;2;7;2;7;2;7;0
A368;4;7;7;5;5;7;6;2;4;6;1;6;3;5;3;7;0
A369;4;11;8;8;6;9;5;1;4;7;2;6;3;8;6;6;0
A370;4;9;6;7;4;8;2;2;3;7;1;8;2;7;3;6;0
A371;5;11;8;8;6;6;3;2;3;4;2;7;5;5;5;5;0
A372;4;10;7;8;5;11;2;2;2;9;2;9;4;5;4;8;0
A373;2;2;4;3;2;8;2;1;1;7;2;8;2;7;3;7;0
A374;2;4;4;2;2;10;2;2;2;9;2;8;2;6;2;8;0
A375;2;4;3;3;1;11;3;3;2;11;2;9;1;6;2;9;0
A376;5;11;5;6;4;10;3;4;2;10;5;11;5;3;5;10;0
A377;2;8;4;6;2;12;2;4;3;11;2;10;2;6;4;9;0
A378;2;4;3;3;1;11;3;2;2;9;2;9;1;6;2;8;0
A379;3;9;6;7;4;12;3;2;2;9;2;9;2;6;2;8;0
