5
112Iris-virginica;6.4;2.7;5.3;1.9;2
113Iris-virginica;6.8;3.0;5.5;2.1;2
114Iris-virginica;5.7;2.5;5.0;2.0;2
115Iris-virginica;5.8;2.8;5.1;2.4;2
116Iris-virginica;6.4;3.2;5.3;2.3;2
117Iris-virginica;6.5;3.0;5.5;1.8;2
118Iris-virginica;7.7;3.8;6.7;2.2;2
119Iris-virginica;7.7;2.6;6.9;2.3;2
120Iris-virginica;6.0;2.2;5.0;1.5;2
121Iris-virginica;6.9;3.2;5.7;2.3;2
122Iris-virginica;5.6;2.8;4.9;2.0;2
123Iris-virginica;7.7;2.8;6.7;2.0;2
124Iris-virginica;6.3;2.7;4.9;1.8;2
125Iris-virginica;6.7;3.3;5.7;2.1;2
126Iris-virginica;7.2;3.2;6.0;1.8;2
127Iris-virginica;6.2;2.8;4.8;1.8;2
128Iris-virginica;6.1;3.0;4.9;1.8;2
129Iris-virginica;6.4;2.8;5.6;2.1;2
130Iris-virginica;7.2;3.0;5.8;1.6;2
131Iris-virginica;7.4;2.8;6.1;1.9;2
132Iris-virginica;7.9;3.8;6.4;2.0;2
133Iris-virginica;6.4;2.8;5.6;2.2;2
134Iris-virginica;6.3;2.8;5.1;1.5;2
135Iris-virginica;6.1;2.6;5.6;1.4;2
136Iris-virginica;7.7;3.0;6.1;2.3;2
137Iris-virginica;6.3;3.4;5.6;2.4;2
138Iris-virginica;6.4;3.1;5.5;1.8;2
139Iris-virginica;6.0;3.0;4.8;1.8;2
140Iris-virginica;6.9;3.1;5.4;2.1;2
141Iris-virginica;6.7;3.1;5.6;2.4;2
142Iris-virginica;6.9;3.1;5.1;2.3;2
143Iris-virginica;5.8;2.7;5.1;1.9;2
144Iris-virginica;6.8;3.2;5.9;2.3;2
145Iris-virginica;6.7;3.3;5.7;2.5;2
146Iris-virginica;6.7;3.0;5.2;2.3;2
147Iris-virginica;6.3;2.5;5.0;1.9;2
148Iris-virginica;6.5;3.0;5.2;2.0;2
149Iris-virginica;6.2;3.4;5.4;2.3;2
150Iris-virginica;5.9;3.0;5.1;1.8;2
